Venue,Mgr,Sport,LOC,KOP Description,FK,FK2,W,H,D,A sqm,Product Description,Product Finishing/Construction,Unit,Qty,Cost By,Type,KOP Code Tx,Quantity Transferred,Artwork Requested,Artworked,Comments
GCE - Gold Coast Convention and Exhibition Centre,Cameron Graham,BKB - Basketball,GCE 213,Decal - Basketball Hoop,30-Sep,,300,200,,,Self Adhesive Vinyl,"die cut, weeded, application tape applied",Item,2,SPEQ,SPEQ,,0,,,Design: Event Name
GCE - Gold Coast Convention and Exhibition Centre,Cameron Graham,NBL - Netball,GCE 215,Corral Panel Filler 1200 - 600 - Pandanus - Full Colour,25-Sep,GND,1200,600,,,"Corflute, single sided",Triangular shaped perimeter segment (Construction TBC),Item,1,LOK,,,0,,,Design: Graphic RHS.  Half corral
GCE - Gold Coast Convention and Exhibition Centre,Cameron Graham,NBL - Netball,GCE 216,Corral Panel Filler 1200 - 600 - Pandanus - Full Colour,25-Sep,GND,1200,600,,,"Corflute, single sided",Triangular shaped perimeter segment (Construction TBC),Item,1,LOK,,,0,,,Design: Graphic LHS.  Half corral
GCE - Gold Coast Convention and Exhibition Centre,Cameron Graham,,GCE 218,Custom - Flags,28-Sep,,2400,1200,,,"Fabric, polyester, double sided",,SQM,2,LOK,,,0,,,"Design: Pandanus ""Share the Dream""  Flags for exterior of spectator entrance at GCE"
GCE - Gold Coast Convention and Exhibition Centre,Cameron Graham,,GCE 219,Fence Scrim Script Blue,29-Sep,,13250,TBC - 1620,,,"Fabric mesh, polyester, single sided",Hemmed & eyelets on all edges (500mm) & corners,Item,1,LOK,,,0,,,INTERNAL
GCE - Gold Coast Convention and Exhibition Centre,Cameron Graham,,GCE 220,Fence Scrim Script Pink,29-Sep,,13250,TBC - 1620,,,"Fabric mesh, polyester, single sided",Hemmed & eyelets on all edges (500mm) & corners,Item,1,LOK,,,0,,,INTERNAL
GCE - Gold Coast Convention and Exhibition Centre,Cameron Graham,,GCE 221,Fence Scrim Script Orange,29-Sep,,13250,TBC - 1620,,,"Fabric mesh, polyester, single sided",Hemmed & eyelets on all edges (500mm) & corners,Item,1,LOK,,,0,,,INTERNAL
GCE - Gold Coast Convention and Exhibition Centre,Cameron Graham,BKB - Basketball,GCE 222,Decal - Basketball Court Sideline,28-Sep,,4300,1000,,,Floor Graphic,"temporary, non slip matt lamination applied, trimmed to size",SQM,4,SPEQ,SPEQ,,0,Y,Y,Design: Tafe logo
GCE - Gold Coast Convention and Exhibition Centre,Cameron Graham,,GCE 223,Fence Scrim Script Green,29-Sep,,13250,TBC - 1620,,,"Fabric mesh, polyester, single sided",Hemmed & eyelets on all edges (500mm) & corners,Item,1,LOK,,,0,,,INTERNAL
GCE - Gold Coast Convention and Exhibition Centre,Cameron Graham,,GCE 224,Fence Scrim Aqua,29-Sep,,13250,TBC - 1620,,,"Fabric mesh, polyester, single sided",Hemmed & eyelets on all edges (500mm) & corners,Item,5,LOK,,,0,,,INTERNAL
GCE - Gold Coast Convention and Exhibition Centre,Cameron Graham,,GCE 225,Fence Scrim Aqua,29-Sep,,13250,TBC - 1620,,,"Fabric mesh, polyester, single sided",Hemmed & eyelets on all edges (500mm) & corners,Item,8,LOK,,,0,,,EXTERNAL
GCE - Gold Coast Convention and Exhibition Centre,Cameron Graham,,GCE 226,Fence Scrim Script Green,29-Sep,,13250,TBC - 1620,,,"Fabric mesh, polyester, single sided",Hemmed & eyelets on all edges (500mm) & corners,Item,8,LOK,,,0,,,EXTERNAL
GCE - Gold Coast Convention and Exhibition Centre,Cameron Graham,,GCE 227,RAP A4,13-Sep,,210,297,,,Framed fabric panel,frame (timber/alloy) with stretched fabric attached,Item,1,LOK,,,,,,RAP Acknowledgement - GF Lounge Desk
GCE - Gold Coast Convention and Exhibition Centre,Cameron Graham,,GCE 228,Decal CGF Frosted Medium,13-Sep,,275,275,,,Frosted window film,"kiss cut, weeded, application tape applied",Item,4,LOK,,,0,,,Glass doors exit to MMC outside market
GCE - Gold Coast Convention and Exhibition Centre,Cameron Graham,,GCE 229,Decal CGF Frosted Medium,13-Sep,,275,275,,,Frosted window film,"kiss cut, weeded, application tape applied",Item,2,LOK,,,0,,,GF lift side panels - 2 lifts
GCE - Gold Coast Convention and Exhibition Centre,Cameron Graham,,GCE 230,Custom - Flags,28-Sep,,2400,1200,,,"Fabric, polyester, double sided",,SQM,2,LOK,,,0,,,Design: GC2018 Logo on INK  Flags for exterior of spectator entrance at GCE
GCE - Gold Coast Convention and Exhibition Centre,Cameron Graham,,GCE 231,Custom - Flags,28-Sep,,2400,1200,,,"Fabric, polyester, double sided",,SQM,2,LOK,,,0,,,Design: CGF Logo on White  Flags for exterior of spectator entrance at GCE
GCE - Gold Coast Convention and Exhibition Centre,Cameron Graham,,GCE 232,Scoreboard Script Pandanus,6-Oct,HA/RIG,5900,3260,200,2.36652,Self Adhesive Vinyl,,SQM,2,LOK,,,0,,,2 scoreboards for Basketball
GCE - Gold Coast Convention and Exhibition Centre,Cameron Graham,,GCE 233,Scoreboard Script Pandanus,7-Oct,HA/RIG,2900,1760,200,1.16352,Self Adhesive Vinyl,,SQM,2,LOK,,,0,,,2 scoreboards for Netball 
GCE - Gold Coast Convention and Exhibition Centre,Cameron Graham,,GCE 234,Decal Emblem Full Colour Large,13-Sep,,400,550,,,Self Adhesive Vinyl,"kiss cut, weeded, application tape applied",Item,1,LOK,,,0,,,Information help desk
GCE - Gold Coast Convention and Exhibition Centre,Cameron Graham,,GCE 235,Media Backdrop Script Wave,14-Sep,,4000,2200,,,Freestanding backdrop,Stretched fabric (sewn with rubber welt) over alloy frame (free standing),Item,1,LOK,,,0,,,1 MOE for second floor conference room 
GCE - Gold Coast Convention and Exhibition Centre,Cameron Graham,,GCE 236,Tent Header - Text Pandanus,13-Sep,,3800,300,,,Framed fabric panel,frame (timber/alloy) with stretched fabric attached,Item,1,LOK,,,0,,,Tech Office
GCE - Gold Coast Convention and Exhibition Centre,Cameron Graham,,GCE 237,Tent Header - Text Sun,13-Sep,,3800,300,,,Framed fabric panel,frame (timber/alloy) with stretched fabric attached,Item,1,LOK,,,0,,,MPC  CGF Media Communications
GCE - Gold Coast Convention and Exhibition Centre,Cameron Graham,,GCE 238,Tent Header - Text Wing,13-Sep,,3800,300,,,Framed fabric panel,frame (timber/alloy) with stretched fabric attached,Item,1,LOK,,,0,,,MPC GC2018 News Desk
GCE - Gold Coast Convention and Exhibition Centre,Cameron Graham,,GCE 239,Tent Header Text Aqua Medium,13-Sep,,8000,300,,,Framed fabric panel,frame (timber/alloy) with stretched fabric attached,Item,1,LOK,,,0,,,MPC Help Desk (internal)
GCE - Gold Coast Convention and Exhibition Centre,Cameron Graham,NBL - Netball,GCE 240,Banner Venue Tagline Pandanus,25-Sep,,495,2800,,,"PVC skin, double sided","Double sided with pocket top & bottom, sides cut only",Item,5,LOK,,,0,,,BVR1-BVR4. Double bracketing arms supplied by GCE
GCE - Gold Coast Convention and Exhibition Centre,Cameron Graham,,GCE 242,Custom - Free standing Stage Backdrop ,28-Sep,,4000,2400,,,Framed fabric panel,frame (timber/alloy) with stretched fabric attached,SQM,2,LOK,,,0,,,Design: Media Marketta band Stage Backdrop. 
GCE - Gold Coast Convention and Exhibition Centre,Cameron Graham,,GCE 243,"Sponsor Recognition Base, Medium",17-Sep,,800,2100,,,"Freestanding Base, Medium, 2.1m","Plywood frame, sand bag filled, medium size, 2 corflute panels attached (Signage family KOP FR-M)",Item,1,LOK,,,0,,,Sponsor Recognition Board (for panels GCE 040) NBL/BKB Spectator Area
GCE - Gold Coast Convention and Exhibition Centre,Cameron Graham,,GCE 244,Wall Treatment - IBC,25-Sep,,3880,1120,,,Self Adhesive Vinyl,,SQM,1,LOK,,,0,,,IBC. Design: 'Booking & Information'  IBC reception dressing
GFH - Games Family Hotel,Amy Jago-Stone,,GFH 001,Decal Emblem Frosted Large,13-Sep,,400,550,,,Frosted window film,"kiss cut, weeded, application tape applied",Item,5,LOK,,,0,,,"Level 1 
Terrace Doors & 
Guest Lifts"
GFH - Games Family Hotel,Amy Jago-Stone,,GFH 002,Decal CGF Frosted Large,13-Sep,,400,550,,,Frosted window film,"kiss cut, weeded, application tape applied",Item,4,LOK,,,0,,,Venue entrance - exterior
GFH - Games Family Hotel,Amy Jago-Stone,,GFH 003,Venue Entrance Header Text Aqua,1-Oct,,4623,700,,,Self Adhesive Vinyl,,SQM,1,LOK,,,0,,,Text: Games Family Hotel
GFH - Games Family Hotel,Amy Jago-Stone,,GFH 004,Decal Script Ink Extra Large,13-Sep,,1775,233,,,Self Adhesive Vinyl,"kiss cut, weeded, application tape applied",Item,4,LOK,,,0,,,"Venue Entrance - exterior 
2 decals per pillar - 1 decal facing venue entrance and 1 on opposite side"
GFH - Games Family Hotel,Amy Jago-Stone,,GFH 005,Decal Event Name Ink Large,13-Sep,,2482,128,,,Self Adhesive Vinyl,"kiss cut, weeded, application tape applied",Item,4,LOK,,,0,,,"Venue Entrance - exterior 
2 decals per pillar - 1 decal facing windows and 1 on opposite side"
GFH - Games Family Hotel,Amy Jago-Stone,,GFH 006,Decal Tagline Stacked Frosted Extra Large,13-Sep,,317,233,,,Frosted window film,"kiss cut, weeded, application tape applied",Item,7,LOK,,,0,,,"Level 3 
Games Services Entrance x1, Railing x2 & 
Guest Lift x2"
GFH - Games Family Hotel,Amy Jago-Stone,,GFH 010,Decal Event Name Ink Large,13-Sep,,2482,128,,,Self Adhesive Vinyl,"kiss cut, weeded, application tape applied",Item,4,LOK,,,0,,,"Interior pillars Level 1
2 decals per pillar - 1 decal facing windows and 1 on opposite side"
GFH - Games Family Hotel,Amy Jago-Stone,,GFH 011,Decal Tagline Stacked Frosted Extra Large,13-Sep,,317,233,,,Frosted window film,"kiss cut, weeded, application tape applied",Item,4,LOK,,,0,,,"Level 1 
Terrace Doors 1, 
Guest Lifts x3"
GFH - Games Family Hotel,Amy Jago-Stone,,GFH 012,Decal Emblem Frosted Large,13-Sep,,400,550,,,Frosted window film,"kiss cut, weeded, application tape applied",Item,6,LOK,,,0,,,Venue entrance - exterior
GFH - Games Family Hotel,Amy Jago-Stone,,GFH 013,Decal Tagline Stacked Frosted Extra Large,13-Sep,,317,233,,,Frosted window film,"kiss cut, weeded, application tape applied",Item,4,LOK,,,0,,,Venue entrance - exterior
GFH - Games Family Hotel,Amy Jago-Stone,,GFH 014,Hanging Banner Script Wave,29-Sep,,900,3000,,,"Fabric, polyester, single sided","Sleeve top & bottom, weighted rod",Item,4,LOK,,,0,,,"Level 3 
BHR1 & BHR2"
GFH - Games Family Hotel,Amy Jago-Stone,,GFH 015,Hanging Banner Tagline Pandanus,29-Sep,,900,3000,,,"Fabric, polyester, single sided","Sleeve top & bottom, weighted rod",Item,4,LOK,,,0,,,"Level 3 
BHR1 & BHR2"
GFH - Games Family Hotel,Amy Jago-Stone,,GFH 016,Hanging Banner Script Sun,29-Sep,,900,3000,,,"Fabric, polyester, single sided","Sleeve top & bottom, weighted rod",Item,4,LOK,,,0,,,"Level 3 
BHR1 & BHR2"
GFH - Games Family Hotel,Amy Jago-Stone,,GFH 017,Hanging Banner Event Name Wing,29-Sep,,900,3000,,,"Fabric, polyester, single sided","Sleeve top & bottom, weighted rod",Item,4,LOK,,,0,,,"Level 3 
BHR1 & BHR2"
GFH - Games Family Hotel,Amy Jago-Stone,,GFH 018,Pull-Up Banner Emblem Wing,13-Sep,,900,2000,,,Pullup Banner,"Pull up banner hardware, polypropylene 270gsm (grey back) with frame",Item,1,LOK,,,0,,,Games Services
GFH - Games Family Hotel,Amy Jago-Stone,,GFH 019,Pull-Up Banner Emblem Wave,13-Sep,,900,2000,,,Pullup Banner,"Pull up banner hardware, polypropylene 270gsm (grey back) with frame",Item,2,LOK,,,0,,,"Games Services x 1 & 
CGF Secretariat x 1Games Services x 1 & 
CGF Secretariat x 1Games Services x 1 & 
CGF Secretariat x 1Games Services x 1 & 
CGF Secretariat x 1Games Services x 1 & 
CGF Secretariat x 1Games Services x 1 & 
CGF Secretariat x 1Games Services x 1 & 
CGF Secretariat x 1Games Services x 1 & 
CGF Secretariat x 1Games Services x 1 & 
CGF Secretariat x 1Games Services x 1 & 
CGF Secretariat x 1Games Services x 1 & 
CGF Secretariat x 1Games Services x 1 & 
CGF Secretariat x 1"
GFH - Games Family Hotel,Amy Jago-Stone,,GFH 020,Pull-Up Banner Emblem Pandanus,13-Sep,,900,2000,,,Pullup Banner,"Pull up banner hardware, polypropylene 270gsm (grey back) with frame",Item,1,LOK,,,0,,,Games Services
GFH - Games Family Hotel,Amy Jago-Stone,,GFH 021,Pull-Up Banner Emblem Sun,13-Sep,,900,2000,,,Pullup Banner,"Pull up banner hardware, polypropylene 270gsm (grey back) with frame",Item,1,LOK,,,0,,,Games Services
GFH - Games Family Hotel,Amy Jago-Stone,,GFH 022,Pull-Up Banner Sponsor Wave,13-Sep,,900,2000,,,Pullup Banner,"Pull up banner hardware, polypropylene 270gsm (grey back) with frame",Item,2,LOK,,,0,,,"Games Services x 1 & 
CGF Secretariat x 1Games Services x 1 & 
CGF Secretariat x 1Games Services x 1 & 
CGF Secretariat x 1Games Services x 1 & 
CGF Secretariat x 1Games Services x 1 & 
CGF Secretariat x 1Games Services x 1 & 
CGF Secretariat x 1Games Services x 1 & 
CGF Secretariat x 1Games Services x 1 & 
CGF Secretariat x 1Games Services x 1 & 
CGF Secretariat x 1Games Services x 1 & 
CGF Secretariat x 1Games Services x 1 & 
CGF Secretariat x 1Games Services x 1 & 
CGF Secretariat x 1"
GFH - Games Family Hotel,Amy Jago-Stone,,GFH 023,Pull-Up Banner Sponsor Wing,13-Sep,,900,2000,,,Pullup Banner,"Pull up banner hardware, polypropylene 270gsm (grey back) with frame",Item,1,LOK,,,0,,,Games Services
GFH - Games Family Hotel,Amy Jago-Stone,,GFH 024,Pull-Up Banner Sponsor Pandanus,13-Sep,,900,2000,,,Pullup Banner,"Pull up banner hardware, polypropylene 270gsm (grey back) with frame",Item,1,LOK,,,0,,,Games Services
GFH - Games Family Hotel,Amy Jago-Stone,,GFH 025,Pull-Up Banner Sponsor Sun,13-Sep,,900,2000,,,Pullup Banner,"Pull up banner hardware, polypropylene 270gsm (grey back) with frame",Item,1,LOK,,,0,,,Games Services
GFH - Games Family Hotel,Amy Jago-Stone,,GFH 026,Table Skirt Graphic Wing,28-Dec,,1820,730,750,,"Fabric, polyester, single sided","White velcro(25mm) loop sewn to top edge (white thread), supplied with self adhesive hook",Item,1,LOK,,,0,,,Games Services
GFH - Games Family Hotel,Amy Jago-Stone,,GFH 027,Table Skirt Graphic Pandanus,20-Sep,,1820,730,750,,"Fabric, polyester, single sided","White velcro(25mm) loop sewn to top edge (white thread), supplied with self adhesive hook",Item,2,LOK,,,0,,,Games Services
GFH - Games Family Hotel,Amy Jago-Stone,,GFH 028,Table Skirt Graphic Sun,10-Oct,,1820,730,750,,"Fabric, polyester, single sided","White velcro(25mm) loop sewn to top edge (white thread), supplied with self adhesive hook",Item,3,LOK,,,0,,,Games Services
GFH - Games Family Hotel,Amy Jago-Stone,,GFH 029,Table Skirt Graphic Aqua,19-Nov,,1820,730,750,,"Fabric, polyester, single sided","White velcro(25mm) loop sewn to top edge (white thread), supplied with self adhesive hook",Item,7,LOK,,,0,,,Games Services
GFH - Games Family Hotel,Amy Jago-Stone,,GFH 031,Wall Treatment - External Facade,1-Oct,,18800,1500,,,"Corflute, single sided",,SQM,1,LOK,,,0,,,Design: Script & Wave
GFH - Games Family Hotel,Amy Jago-Stone,,GFH 032,Pull-Up Banner Emblem Wave,13-Sep,,900,2000,,,Pullup Banner,"Pull up banner hardware, polypropylene 270gsm (grey back) with frame",Item,3,LOK,,,0,,,"Level 1 outside Ballroom x1, Boardroom x1 & 
Workforce Check-in x1Level 1 outside Ballroom x1, Boardroom x1 & 
Workforce Check-in x1Level 1 outside Ballroom x1, Boardroom x1 & 
Workforce Check-in x1Level 1 outside Ballroom x1, Boardroom x1 & 
Workforce Check-in x1Level 1 outside Ballroom x1, Boardroom x1 & 
Workforce Check-in x1Level 1 outside Ballroom x1, Boardroom x1 & 
Workforce Check-in x1Level 1 outside Ballroom x1, Boardroom x1 & 
Workforce Check-in x1Level 1 outside Ballroom x1, Boardroom x1 & 
Workforce Check-in x1Level 1 outside Ballroom x1, Boardroom x1 & 
Workforce Check-in x1Level 1 outside Ballroom x1, Boardroom x1 & 
Workforce Check-in x1Level 1 outside Ballroom x1, Boardroom x1 & 
Workforce Check-in x1Level 1 outside Ballroom x1, Boardroom x1 & 
Workforce Check-in x1"
GFH - Games Family Hotel,Amy Jago-Stone,,GFH 033,Pull-Up Banner Sponsor Wave,13-Sep,,900,2000,,,Pullup Banner,"Pull up banner hardware, polypropylene 270gsm (grey back) with frame",Item,3,LOK,,,0,,,"Level 1 outside Ballroom x1, Boardroom x1 & 
Workforce Check-in x1Level 1 outside Ballroom x1, Boardroom x1 & 
Workforce Check-in x1Level 1 outside Ballroom x1, Boardroom x1 & 
Workforce Check-in x1Level 1 outside Ballroom x1, Boardroom x1 & 
Workforce Check-in x1Level 1 outside Ballroom x1, Boardroom x1 & 
Workforce Check-in x1Level 1 outside Ballroom x1, Boardroom x1 & 
Workforce Check-in x1Level 1 outside Ballroom x1, Boardroom x1 & 
Workforce Check-in x1Level 1 outside Ballroom x1, Boardroom x1 & 
Workforce Check-in x1Level 1 outside Ballroom x1, Boardroom x1 & 
Workforce Check-in x1Level 1 outside Ballroom x1, Boardroom x1 & 
Workforce Check-in x1Level 1 outside Ballroom x1, Boardroom x1 & 
Workforce Check-in x1Level 1 outside Ballroom x1, Boardroom x1 & 
Workforce Check-in x1"
GFH - Games Family Hotel,Amy Jago-Stone,,GFH 034,Decal CGF Frosted Large,13-Sep,,400,550,,,Frosted window film,"kiss cut, weeded, application tape applied",Item,1,LOK,,,0,,,"Level 1 
Terrace DoorsLevel 1 
Terrace DoorsLevel 1 
Terrace DoorsLevel 1 
Terrace DoorsLevel 1 
Terrace DoorsLevel 1 
Terrace DoorsLevel 1 
Terrace DoorsLevel 1 
Terrace DoorsLevel 1 
Terrace DoorsLevel 1 
Terrace DoorsLevel 1 
Terrace DoorsLevel 1 
Terrace Doors"
GFH - Games Family Hotel,Amy Jago-Stone,,GFH 035,Table Skirt Graphic Aqua,20-Nov,,1820,730,750,,"Fabric, polyester, single sided","White velcro(25mm) loop sewn to top edge (white thread), supplied with self adhesive hook",Item,2,LOK,,,0,,,Workforce Check-in
GFH - Games Family Hotel,Amy Jago-Stone,,GFH 036,Decal Emblem Frosted Large,13-Sep,,400,550,,,Frosted window film,"kiss cut, weeded, application tape applied",Item,4,LOK,,,0,,,"Level 3 
Games Services Entrance x1, Railing x2 & 
Guest Lift x2Level 3 
Games Services Entrance x1, Railing x2 & 
Guest Lift x2Level 3 
Games Services Entrance x1, Railing x2 & 
Guest Lift x2Level 3 
Games Services Entrance x1, Railing x2 & 
Guest Lift x2Level 3 
Games Services Entrance x1, Railing x2 & 
Guest Lift x2Level 3 
Games Services Entrance x1, Railing x2 & 
Guest Lift x2Level 3 
Games Services Entrance x1, Railing x2 & 
Guest Lift x2Level 3 
Games Services Entrance x1, Railing x2 & 
Guest Lift x2Level 3 
Games Services Entrance x1, Railing x2 & 
Guest Lift x2Level 3 
Games Services Entrance x1, Railing x2 & 
Guest Lift x2Level 3 
Games Services Entrance x1, Railing x2 & 
Guest Lift x2"
GFH - Games Family Hotel,Amy Jago-Stone,,GFH 037,Decal CGF Full Colour Large,13-Sep,,550,550,,,Self Adhesive Vinyl,"kiss cut, weeded, application tape applied",Item,2,LOK,,,0,,,Reception Desk wall
GFH - Games Family Hotel,Amy Jago-Stone,,GFH 038,Decal Tagline Ink Large,13-Sep,,1560,128,,,Self Adhesive Vinyl,"kiss cut, weeded, application tape applied",Item,10,LOK,,,0,,,Reception Desk
GFH - Games Family Hotel,Amy Jago-Stone,,GFH 039,Decal Script Ink Extra Large,13-Sep,,1775,233,,,Self Adhesive Vinyl,"kiss cut, weeded, application tape applied",Item,8,LOK,,,0,,,Interior pillars Level 1. 2x  decals per pillar. 1 decal facing windows and 1 on opposite side
GFH - Games Family Hotel,Amy Jago-Stone,,GFH 040,Decal Event Name Ink Large,13-Sep,,2482,128,,,Self Adhesive Vinyl,"kiss cut, weeded, application tape applied",Item,4,LOK,,,0,,,Interior pillars Level 3. 2 x decals per pillar. 1 decal facing entrance and 1 on opposite side
GFH - Games Family Hotel,Amy Jago-Stone,,GFH 041,Decal Script Ink Extra Large,13-Sep,,1775,233,,,Self Adhesive Vinyl,"kiss cut, weeded, application tape applied",Item,4,LOK,,,0,,,Interior pillars Level 3. 2 x decals per pillar. 1 decal facing entrance and 1 on opposite side
GFH - Games Family Hotel,Amy Jago-Stone,,GFH 042,Venue Entrance Text Aqua,13-Sep,,800,1800,,,"Corflute, single sided",,Item,1,LOK,,,0,,,Text: Workforce Entry
GFH - Games Family Hotel,Amy Jago-Stone,,GFH 045,Poster Emblem White,13-Sep,,420,594,,,Art paper 170gsm,Trimmed to size,Item,4,LOK,,,0,,,
GFH - Games Family Hotel,Amy Jago-Stone,,GFH 046,Poster Pictogram White,13-Sep,,420,594,,,Art paper 170gsm,Trimmed to size,Item,4,LOK,,,0,,,
GFH - Games Family Hotel,Amy Jago-Stone,,GFH 047,Poster Tagline Wing,13-Sep,,420,594,,,Art paper 170gsm,Trimmed to size,Item,1,LOK,,,0,,,
GFH - Games Family Hotel,Amy Jago-Stone,,GFH 048,Poster Tagline Pandanus,13-Sep,,420,594,,,Art paper 170gsm,Trimmed to size,Item,1,LOK,,,0,,,
